0.000000,-13.330439
0.085000,-13.329162
0.170000,-13.362011
0.255000,-13.341576
0.340000,-13.323498
0.425000,-13.348218
0.510000,-13.356451
0.595000,-13.334046
0.680000,-13.360931
0.765000,-13.392464
0.850000,-13.368595
0.935000,-13.377535
1.020000,-13.386735
1.105000,-13.392181
1.190000,-13.398305
1.275000,-13.377633
1.360000,-13.410788
1.445000,-13.414325
1.530000,-13.417005
1.615000,-13.411173
1.700000,-13.450134
1.785000,-13.411388
1.870000,-13.413081
1.955000,-13.419937
2.040000,-13.404478
2.125000,-13.400403
2.210000,-13.386774
2.295000,-13.403597
2.380000,-13.415596
2.465000,-13.445105
2.550000,-13.417999
2.635000,-13.386608
2.720000,-13.404498
2.805000,-13.391024
2.890000,-13.436890
2.975000,-13.426885
3.060000,-13.426065
3.145000,-13.413637
3.230000,-13.452668
3.315000,-13.432352
3.400000,-13.415208
3.485000,-13.437095
3.570000,-13.430418
3.655000,-13.405539
3.740000,-13.443002
3.825000,-13.445725
3.910000,-13.440484
3.995000,-13.406925
4.080000,-13.432178
4.165000,-13.431455
4.250000,-13.418304
4.335000,-13.449549
4.420000,-13.450903
4.505000,-13.475804
4.590000,-13.437143
4.675000,-13.436707
4.760000,-13.423742
4.845000,-13.448990
4.930000,-13.420591
5.015000,-13.437442
5.100000,-13.436584
5.185000,-13.447660
5.270000,-13.461958
5.355000,-13.438074
5.440000,-13.444018
5.525000,-13.482317
5.610000,-13.433786
5.695000,-13.466016
5.780000,-13.462272
5.865000,-13.448100
5.950000,-13.457712
6.035000,-13.449884
6.120000,-13.441669
6.205000,-13.503712
6.290000,-13.457346
6.375000,-13.456384
6.460000,-13.479124
6.545000,-13.476852
6.630000,-13.450193
6.715000,-13.480863
6.800000,-13.469581
6.885000,-13.433496
6.970000,-13.446503
7.055000,-13.451843
7.140000,-13.452497
7.225000,-13.470849
7.310000,-13.445154
7.395000,-13.457630
7.480000,-13.449055
7.565000,-13.448601
7.650000,-13.460607
7.735000,-13.458381
7.820000,-13.482903
7.905000,-13.466058
7.990000,-13.454085
8.075000,-13.483214
8.160000,-13.485121
8.245000,-13.460348
8.330000,-13.463861
8.415000,-13.453330
8.500000,-13.451015
8.585000,-13.492783
8.670000,-13.447190
8.755000,-13.490256
8.840000,-13.474612
8.925000,-13.487013
9.010000,-13.471128
9.095000,-13.484585
9.180000,-13.495705
9.265000,-13.433070
9.350000,-13.461815
9.435000,-13.470695
9.520000,-13.460840
9.605000,-13.472965
9.690000,-13.464724
9.775000,-13.466722
9.860000,-13.479396
9.945000,-13.444219
10.030000,-13.448735
10.115000,-13.476213
10.200000,-13.456413
10.285000,-13.461683
10.370000,-13.490541
10.455000,-13.461559
10.540000,-13.498721
10.625000,-13.459703
10.710000,-13.492176
10.795000,-13.477032
10.880000,-13.474098
10.965000,-13.467897
11.050000,-13.478125
11.135000,-13.480413
11.220000,-13.449421
11.305000,-13.494302
11.390000,-13.470059
11.475000,-13.446091
11.560000,-13.495207
11.645000,-13.488460
11.730000,-13.484304
11.815000,-13.514194
11.900000,-13.482207
11.985000,-13.492777
12.070000,-13.505555
12.155000,-13.458450
12.240000,-13.495773
12.325000,-13.513988
12.410000,-13.474985
12.495000,-13.472495
12.580000,-13.452106
12.665000,-13.466811
12.750000,-13.479070
12.835000,-13.461918
12.920000,-13.488811
13.005000,-13.481785
13.090000,-13.496847
13.175000,-13.470403
13.260000,-13.469921
13.345000,-13.470491
13.430000,-13.495275
13.515000,-13.479299
13.600000,-13.513105
13.685000,-13.479664
13.770000,-13.487720
13.855000,-13.482645
13.940000,-13.478255
14.025000,-13.522766
14.110000,-13.525679
14.195000,-13.478849
14.280000,-13.514146
14.365000,-13.492980
14.450000,-13.516533
14.535000,-13.484686
14.620000,-13.495045
14.705000,-13.500339
14.790000,-13.504238
14.875000,-13.512324
14.960000,-13.506885
15.045000,-13.483370
