1418.800000,-17.168116,-17.332951,-1.385421
1418.801172,-17.152317,-17.353527,0.640895
1418.802344,-17.162727,-17.358610,0.343079
1418.803516,-17.219423,-17.355509,-2.974981
1418.804688,-17.228151,-17.355715,-3.444143
1418.805859,-17.210716,-17.365515,-1.941542
1418.807031,-17.224670,-17.381386,-1.835422
1418.808203,-17.219604,-17.395542,-0.768748
1418.809375,-17.227354,-17.405802,-0.629088
1418.810547,-17.246130,-17.418674,-0.957374
1418.811719,-17.246643,-17.425667,-0.597042
1418.812891,-17.232897,-17.420547,-0.116433
1418.814062,-17.233585,-17.424541,0.067963
1418.815234,-17.251827,-17.438112,-0.192581
1418.816406,-17.273994,-17.446281,-0.971669
1418.817578,-17.280745,-17.448895,-1.201467
1418.818750,-17.265717,-17.453941,-0.084415
1418.819922,-17.267073,-17.460920,0.229383
1418.821094,-17.285433,-17.472189,-0.166314
1418.822266,-17.288422,-17.479816,0.092433
1418.823437,-17.294872,-17.476818,-0.434351
1418.824609,-17.320534,-17.477648,-1.813357
1418.825781,-17.343794,-17.480286,-2.952584
1418.826953,-17.352425,-17.484472,-3.197368
1418.828125,-17.340273,-17.495430,-1.921689
1418.829297,-17.341274,-17.503960,-1.504647
1418.830469,-17.336351,-17.504725,-1.189080
1418.831641,-17.345665,-17.506794,-1.590914
1418.832813,-17.338158,-17.517416,-0.583992
1418.833984,-17.320293,-17.520905,0.607383
1418.835156,-17.328274,-17.517464,-0.030581
1418.836328,-17.329927,-17.518538,-0.062931
1418.837500,-17.317957,-17.524004,0.911614
1418.838672,-17.337471,-17.536407,0.513733
1418.839844,-17.365671,-17.547503,-0.440738
1418.841016,-17.375916,-17.549017,-0.926407
1418.842187,-17.383568,-17.547115,-1.456841
1418.843359,-17.397282,-17.548481,-2.140648
1418.844531,-17.388786,-17.549627,-1.606868
1418.845703,-17.368679,-17.549835,-0.478342
1418.846875,-17.356703,-17.551922,0.305973
1418.848047,-17.350780,-17.553530,0.726996
1418.849219,-17.349426,-17.553440,0.797780
1418.850391,-17.366911,-17.553373,-0.182682
1418.851562,-17.364071,-17.555138,0.074129
1418.852734,-17.362152,-17.555702,0.212765
1418.853906,-17.388889,-17.562914,-0.875116
1418.855078,-17.375370,-17.561985,-0.174194
1418.856250,-17.365831,-17.551685,-0.216609
1418.857422,-17.367800,-17.546783,-0.599282
1418.858594,-17.374294,-17.537418,-1.480315
1418.859766,-17.385290,-17.529240,-2.541211
1418.860937,-17.388971,-17.534620,-2.447367
1418.862109,-17.366774,-17.538034,-1.028683
1418.863281,-17.341637,-17.532909,0.085631
1418.864453,-17.335894,-17.521151,-0.249899
1418.865625,-17.342602,-17.512218,-1.120011
1418.866797,-17.352360,-17.510681,-1.746472
1418.867969,-17.338490,-17.508734,-1.085172
1418.869141,-17.329475,-17.503128,-0.895771
1418.870312,-17.324919,-17.500423,-0.792803
1418.871484,-17.305264,-17.497408,0.134295
1418.872656,-17.291046,-17.492704,0.665973
1418.873828,-17.294424,-17.484545,0.021346
1418.875000,-17.276470,-17.476732,0.587862
1418.876172,-17.283859,-17.464924,-0.483429
1418.877344,-17.297760,-17.455057,-1.803210
1418.878516,-17.283543,-17.447966,-1.408260
1418.879688,-17.263382,-17.435051,-1.006011
1418.880859,-17.242516,-17.422539,-0.541411
1418.882031,-17.209641,-17.416418,0.952536
1418.883203,-17.224339,-17.409700,-0.244037
1418.884375,-17.238041,-17.403570,-1.346905
1418.885547,-17.210669,-17.390406,-0.557337
1418.886719,-17.183693,-17.366919,-0.363070
1418.887891,-17.176859,-17.355030,-0.644489
1418.889062,-17.168167,-17.343840,-0.783485
1418.890234,-17.122448,-17.324841,0.707033
1418.891406,-17.115881,-17.305691,0.004009
1418.892578,-17.145765,-17.293484,-2.333063
1418.893750,-17.123116,-17.288963,-1.329237
1418.894922,-17.081764,-17.266081,-0.302295
1418.896094,-17.067648,-17.246931,-0.582609
1418.897266,-17.067646,-17.239227,-1.010905
1418.898438,-17.041668,-17.229324,-0.116129
1418.899609,-17.011723,-17.213978,0.699374
1418.900781,-16.992662,-17.200380,1.005209
1418.901953,-16.980383,-17.184332,0.794158
1418.903125,-16.994442,-17.156876,-1.518583
1418.904297,-16.992933,-17.132763,-2.768547
1418.905469,-16.950035,-17.115656,-1.341817
1418.906641,-16.912146,-17.102642,0.042304
1418.907812,-16.873310,-17.093809,1.722306
1418.908984,-16.861467,-17.077278,1.459025
1418.910156,-16.870354,-17.050396,-0.540360
1418.911328,-16.870230,-17.024233,-1.985532
1418.912500,-16.848063,-16.998194,-2.199708
1418.913672,-16.795135,-16.981121,-0.209281
1418.914844,-16.763144,-16.963326,0.583383
1418.916016,-16.766438,-16.948294,-0.439355
1418.917187,-16.754736,-16.933434,-0.615180
1418.918359,-16.712963,-16.912800,0.564084
1418.919531,-16.680393,-16.888025,1.000398
1418.920703,-16.649858,-16.864338,1.384315
1418.921875,-16.646603,-16.850254,0.777485
1418.923047,-16.637262,-16.823904,-0.172701
1418.924219,-16.607800,-16.801659,0.230019
1418.925391,-16.606346,-16.785400,-0.595356
1418.926563,-16.606419,-16.762436,-1.874076
1418.927734,-16.595127,-16.735615,-2.732271
1418.928906,-16.595266,-16.714546,-3.899286
1418.930078,-16.572027,-16.692072,-3.857286
1418.931250,-16.525663,-16.661097,-3.010926
1418.932422,-16.478985,-16.648178,-1.143541
1418.933594,-16.451532,-16.637531,-0.208535
1418.934766,-16.431557,-16.611609,-0.539807
1418.935937,-16.408653,-16.583393,-0.835328
1418.937109,-16.388088,-16.558823,-1.057937
1418.938281,-16.377527,-16.538414,-1.604352
1418.939453,-16.352474,-16.516342,-1.439062
1418.940625,-16.320534,-16.492516,-0.988646
1418.941797,-16.294487,-16.472065,-0.677503
1418.942969,-16.269045,-16.450829,-0.443392
1418.944141,-16.242737,-16.426395,-0.338959
1418.945312,-16.228058,-16.398489,-1.074776
1418.946484,-16.215151,-16.375128,-1.654758
1418.947656,-16.205723,-16.360413,-1.947542
1418.948828,-16.196154,-16.334637,-2.842815
1418.950000,-16.190277,-16.303150,-4.250715
1418.951172,-16.160254,-16.280096,-3.868401
1418.952344,-16.108208,-16.257397,-2.251800
1418.953516,-16.064758,-16.232298,-1.235338
1418.954687,-16.061378,-16.206730,-2.463819
1418.955859,-16.066730,-16.185753,-3.913415
1418.957031,-16.046385,-16.165939,-3.884217
1418.958203,-15.991045,-16.142887,-2.105090
1418.959375,-15.961747,-16.122040,-1.637256
1418.960547,-15.947676,-16.092155,-2.511930
1418.961719,-15.919381,-16.071280,-2.101993
1418.962891,-15.885937,-16.052055,-1.314195
1418.964062,-15.847592,-16.028034,-0.518102
1418.965234,-15.813556,-15.996217,-0.394535
1418.966406,-15.776142,-15.967569,0.094258
1418.967578,-15.744118,-15.946307,0.695669
1418.968750,-15.742646,-15.924277,-0.451881
1418.969922,-15.730544,-15.900539,-1.098997
1418.971094,-15.705587,-15.879441,-0.884600
1418.972266,-15.693688,-15.858253,-1.400380
1418.973438,-15.678243,-15.841312,-1.483329
1418.974609,-15.634027,-15.822021,-0.097300
1418.975781,-15.629601,-15.799161,-1.123135
1418.976953,-15.613037,-15.774210,-1.588481
1418.978125,-15.580110,-15.743870,-1.445034
1418.979297,-15.563951,-15.721430,-1.793173
1418.980469,-15.536929,-15.700336,-1.464610
1418.981641,-15.491200,-15.677565,-0.188157
1418.982812,-15.454627,-15.656178,0.659918
1418.983984,-15.441378,-15.647355,0.907715
1418.985156,-15.445818,-15.632052,-0.195401
1418.986328,-15.428439,-15.599485,-1.040628
1418.987500,-15.420690,-15.571584,-2.157514
1418.988672,-15.410011,-15.550262,-2.745294
1418.989844,-15.384130,-15.527409,-2.578289
1418.991016,-15.347300,-15.506371,-1.704942
1418.992188,-15.322311,-15.487278,-1.378121
1418.993359,-15.328675,-15.466097,-2.901322
1418.994531,-15.316923,-15.444374,-3.450309
1418.995703,-15.297440,-15.416627,-3.904374
1418.996875,-15.287981,-15.394931,-4.575185
1418.998047,-15.234535,-15.381985,-2.347911
1418.999219,-15.192003,-15.360627,-1.175144
1419.000391,-15.163748,-15.334001,-1.084702
1419.001562,-15.127190,-15.310489,-0.358977
1419.002734,-15.095289,-15.294284,0.516996
1419.003906,-15.084387,-15.270375,-0.209115
1419.005078,-15.081198,-15.251192,-1.099052
1419.006250,-15.046318,-15.229049,-0.390636
1419.007422,-15.023141,-15.207489,-0.300526
1419.008594,-15.032662,-15.189341,-1.837468
1419.009766,-15.006327,-15.167881,-1.567329
1419.010937,-14.979405,-15.146741,-1.246674
1419.012109,-14.963111,-15.119890,-1.831882
1419.013281,-14.951366,-15.101196,-2.216353
1419.014453,-14.924478,-15.082336,-1.772104
1419.015625,-14.912100,-15.062943,-2.160362
1419.016797,-14.906582,-15.053544,-2.374842
1419.017969,-14.888450,-15.036769,-2.299855
1419.019141,-14.857644,-15.012097,-1.960648
1419.020313,-14.810415,-14.988104,-0.671337
1419.021484,-14.769505,-14.968016,0.489955
1419.022656,-14.774525,-14.952989,-0.628204
1419.023828,-14.788756,-14.939066,-2.189837
1419.025000,-14.758430,-14.915037,-1.841449
1419.026172,-14.730194,-14.888855,-1.727670
1419.027344,-14.732388,-14.876031,-2.558105
1419.028516,-14.706823,-14.858934,-2.090215
1419.029687,-14.652654,-14.832005,-0.578821
1419.030859,-14.639109,-14.816703,-0.676591
1419.032031,-14.651847,-14.808516,-1.837993
1419.033203,-14.635076,-14.786877,-2.107358
1419.034375,-14.607800,-14.765003,-1.808380
1419.035547,-14.573164,-14.749846,-0.727300
1419.036719,-14.541437,-14.736775,0.312636
1419.037891,-14.536530,-14.717313,-0.499107
1419.039062,-14.556848,-14.699194,-2.629718
1419.040234,-14.544348,-14.681760,-2.901847
1419.041406,-14.494905,-14.663088,-1.199670
1419.042578,-14.440163,-14.642868,0.724535
1419.043750,-14.402951,-14.625544,1.839956
1419.044922,-14.392494,-14.606519,1.358794
1419.046094,-14.390254,-14.584803,0.268535
1419.047266,-14.368078,-14.568092,0.573982
1419.048437,-14.367567,-14.551797,-0.307134
